id,Summary,Status,Type,Owner,Priority,Milestone,Component,Version,Severity,Created,Modified,Parent ID,Points,Reviewer,Reporter,Keywords
13871,Can't use keyboard,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,1 dic. 2014 05:42:49,6 dic. 2017 04:50:54,,,,Dylan,
13893,Torbrowser crashes on start when using MS EMET 5.x,reopened,defect,gk,High,,Applications/Tor Browser,,Major,4 dic. 2014 07:59:25,30 jun. 2018 21:00:45,#12820,,,Diapolo,"tbb-security, tbb-crash, tbb-usability-stoppoint-app, fuck-mingw-gcc, GeorgKoppen201609, TorBrowserTeam201610, ff52-esr"
13986,Steam sites broken by rulesets Steam Static and Steam Community,new,defect,,High,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,18 dic. 2014 12:57:16,6 dic. 2017 04:50:54,,,,cypherpunks,
14096,enabling https for BootstrapCDN breaks icons( facebook/ tweeter/ feed/ Google+),new,defect,,High,HTTPS-E next Firefox dev release,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,3 ene. 2015 22:56:35,6 dic. 2017 04:50:54,,,,tsester,httpse-ruleset-bug
14269,Imported certificate doesn't works at all,new,defect,tbb-team,High,,Applications/Tor Browser,Tor: 0.2.7,Normal,19 ene. 2015 07:32:21,13 jul. 2016 03:42:34,,,,tbb403bugreport,"TBB, certificate"
14354,Improve torflow engineering quality and deployment procedure,new,defect,,High,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7,Normal,25 ene. 2015 21:37:45,11 jun. 2017 16:54:59,,medium/large,,asn,"tor-dirauth, torflow, technical-debt"
14390,Browser configuration fingerprinting,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,26 ene. 2015 22:33:27,4 dic. 2017 09:20:24,,,,mikeperry,tbb-fingerprinting
14686,Consolidate or de-emphasize our many download pages,needs_review,defect,traumschule,High,WebsiteV3,Webpages/Website,,Normal,2 feb. 2015 21:58:07,30 oct. 2018 23:43:18,#23266,,,mikeperry,"tbb-usability-stoppoint-website, uxsprint2015, bridgedb-ui, defer-new-website, ux-team"
14985,NoScript Clickjacking warning when clicking on embedded content,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,21 feb. 2015 22:29:34,19 ago. 2018 03:44:16,,,,cypherpunks,"tbb-security, noscript"
15499,Onion sites circuits are not properly isolated to URL bar domain,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,28 mar. 2015 21:38:05,3 mar. 2017 00:14:51,,,,gk,tbb-linkability
15563,"ServiceWorkers violate first party isolation, probably",new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,2 abr. 2015 21:58:52,17 sep. 2018 06:18:29,,,,arthuredelstein,"tbb-linkability, ff68-esr"
16028,Many users seem to be failing incremental updates to 4.5.1,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,14 may. 2015 22:52:14,4 feb. 2019 10:14:18,,,,mikeperry,tbb-update
16029,Many update downloads for 4.0.8,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,14 may. 2015 23:16:36,4 feb. 2019 10:14:18,,,,mikeperry,tbb-update
16156,Tor browser does not display correct exit node,new,defect,tbb-team,High,,Applications/Tor Browser,Tor: unspecified,Normal,22 may. 2015 07:47:27,6 dic. 2017 04:50:54,,,,ctbu,circuit compromised
16255,Guardfraction on dirauths screws up bandwidth weights,needs_revision,defect,asn,High,Tor: unspecified,Core Tor/Tor,,Normal,1 jun. 2015 12:38:37,8 ene. 2018 15:18:40,#24456,medium/large,,asn,"tor-dirauth, tor-guard, mike-can, SponsorU-deferred"
16696,BWauth no-consensus fallback logic may need revision,new,defect,,High,Tor: unspecified,Core Tor/Tor,,Normal,30 jul. 2015 16:33:29,20 jun. 2017 19:37:00,,,,starlight,tor-dirauth bwauth measurement
16810,Unit tests on circuit/relay functions,new,defect,,High,Tor: unspecified,Core Tor/Tor,,Normal,13 ago. 2015 20:03:27,6 dic. 2017 04:50:54,,large,,nickm,"testing, SponsorS-deferred"
16819,Separation of Tor Daemon  + SELinux integration within (TBB),new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,15 ago. 2015 11:09:51,6 dic. 2017 04:50:54,,,,cypherpunks,
16824,Emit a warning message about side channel leaks when using relays as clients,needs_revision,defect,,High,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.10,Normal,16 ago. 2015 02:37:34,20 feb. 2019 16:05:17,,1,mikeperry,starlight,"mike-can, tor-client, tor-relay, tor-log, sidechannel, easy, 035-triaged-in-20180711, 040-deferred-20190220"
16849,clear_status_flags_on_sybil might want to clear more flags,needs_revision,defect,ffmancera,High,Tor: unspecified,Core Tor/Tor,,Normal,18 ago. 2015 05:06:30,14 may. 2018 19:10:50,,small,nickm,teor,"SponsorS-deferred, technical-debt, tor-dirauth, pending-disaster, review-group-32, review-group-34, 034-triage-20180328"
16920,Referer Header should be disabled for new tabs,needs_review,defect,tbb-team,High,,Applications/Tor Browser,,Normal,28 ago. 2015 19:09:24,19 oct. 2016 13:05:26,,,,someone_else,tbb-linkability
17159,Deploy the PT reachability tests on some centralised system which reports to BridgeDB/BridgeAuth,new,defect,,High,,Circumvention/Pluggable transport,,Normal,25 sep. 2015 10:16:36,6 feb. 2019 22:31:29,#7349,,,isis,"tor-bridge, bridgedb, bridgeauth, bridge-reachability, pt"
17279,Implement large/split create cells (proposal 249),new,defect,,High,Tor: unspecified,Core Tor/Tor,,Normal,7 oct. 2015 15:36:22,21 jun. 2017 13:52:32,,medium/large,,nickm,prop249 tor-client tor-relay protocol
17284,Implement multiple new testing-focused controller features,assigned,defect,yawning,High,Tor: unspecified,Core Tor/Tor,,Normal,7 oct. 2015 15:50:07,21 jun. 2017 13:52:47,,parent,,nickm,tor-control tor-integration-tests
17345,"Cant untick ""MmsService"" in applications List",new,defect,n8fr8,High,,Applications/Orbot,,Blocker,13 oct. 2015 21:10:19,27 mar. 2016 12:04:42,,,,amilopowers,"orbot, mmsservice"
17374,Disable 1024-DH Encryption by default,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,19 oct. 2015 00:43:40,11 dic. 2015 03:47:50,,,,cypherpunks,
17472,Tor Browser already running but not responding,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,30 oct. 2015 16:10:31,2 nov. 2015 14:13:21,,,,gedropi,already running
17558,Sanitize copying to clipboard,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,8 nov. 2015 19:33:53,19 oct. 2018 22:58:49,,,,cypherpunks,
17584,Disable bookmark backups (easy fix) (!),new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,11 nov. 2015 19:10:32,30 sep. 2016 23:16:38,,,,cypherpunks,"tbb-easy, tbb-torbutton"
17605,Tell caches to remove X-Your-Address-Is from Tor Directory documents,needs_revision,defect,jryans,High,Tor: unspecified,Core Tor/Tor,,Normal,15 nov. 2015 10:02:42,9 abr. 2018 12:47:54,,2,nickm,teor,"tor-dirauth, 034-triage-20180328, 034-removed-20180328"
17879,Activating the Flash Player is not working anymore since Tor Browser 5.0.5,reopened,defect,tbb-team,High,,Applications/Tor Browser,,Major,17 dic. 2015 11:35:22,26 sep. 2017 17:54:30,,,,gk,"tbb-usability-website, TorBrowserTeam201512"
17901,Tor would bind ControlPort to public ip address if it has no localhost interface,new,defect,,High,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.10,Major,20 dic. 2015 12:16:13,14 mar. 2018 07:58:17,,3,,s7r,tor-control misconfiguration security easy
17979,CollecTor downloader module,new,defect,atagar,High,,Core Tor/Stem,,Major,2 ene. 2016 21:30:20,10 may. 2018 20:29:35,,,,atagar,descriptor project
18040,Torbutton showed Tor as disabled randomly,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,12 ene. 2016 12:03:31,12 ene. 2016 12:21:11,,,,cypherpunks,
18044,Prompt if Tor Browser is zoomed,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,12 ene. 2016 14:57:34,13 dic. 2017 18:04:45,,,,bugzilla,"tbb-fingerprinting-resolution, tbb-usability, tbb-bounty, tbb-torbutton"
18077,meek-server logging client IP addresses in some situations,new,defect,dcf,High,,Circumvention/meek,,Normal,16 ene. 2016 18:37:23,16 ene. 2016 18:46:57,,,,dcf,
18200,"TrackHostExits forces circuits to same exit, regardless of SOCKSPort isolation flags",new,defect,,High,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7.6,Major,1 feb. 2016 13:55:02,23 jun. 2017 15:48:25,,2,,cypherpunks,needs-analysis needs-diagnosis isolation trackhostexits
18364,Tor Browser in Gnu+Linux doesn't support Dingbats properly,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,22 feb. 2016 14:31:30,4 jun. 2018 08:22:38,#18172,,,erchewin,tbb-fingerprinting-fonts
18367,Windows Tor Browser should not store data in the Browser (application) directory,new,defect,mcs,High,,Applications/Tor Browser,,Normal,22 feb. 2016 15:55:50,9 ene. 2019 09:18:33,#20599,,,mcs,
18589,Tor browser writes SiteSecurityServiceState.txt with usage history,assigned,defect,tbb-team,High,,Applications/Tor Browser,,Major,20 mar. 2016 16:01:25,5 feb. 2019 10:07:49,,,,cypherpunks,tbb-disk-leak
18860,Reply button text and text editing Dingbats in Trac are not visible on Gnu+Linux TBB,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,21 abr. 2016 07:27:17,22 ene. 2017 22:12:32,#18364,,,gk,"ff45-esr, tbb-usability, tbb-fingerprinting-fonts, tbb-regression, tbb-6.0-issues, TorBrowserTeam201609"
18862,Make sure the Presentation API is no risk for our users,assigned,defect,tbb-team,High,,Applications/Tor Browser,,Normal,21 abr. 2016 10:27:08,24 ene. 2018 14:24:16,,,,gk,ff60-esr
19197,New to Tor. Need help please,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,28 may. 2016 20:35:40,7 jun. 2016 10:48:01,,,,tazmin98,Tor 5.5.5
19517,"crashing in OS X on 6.0, 6.01, 6.02",needs_information,defect,,High,,Applications/Tor Browser,,Major,27 jun. 2016 23:13:13,28 jun. 2016 07:27:33,,,,cypherpunks,tbb-crash
19700,"torsocks does not work with ""connectx"" (in netcat / nc)",needs_information,defect,dgoulet,High,,Core Tor/Torsocks,,Normal,18 jul. 2016 00:46:24,3 ago. 2016 14:20:47,,,,egonline,
19789,always the same exit-node 5.255.61.130 (USA)-normal?,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,29 jul. 2016 17:58:06,16 ene. 2017 08:36:47,,,,toro,
20100,persistent libxul.so bug crashing TBB Linux/64 (but probably a bug in locally linked shared object),needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,7 sep. 2016 14:40:44,23 nov. 2016 12:54:48,,,,sjamaan,tbb-crash
20214,Ultrasound Cross Device Tracking techniques could be used to launch deanonymization attacks against some users,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,22 sep. 2016 00:42:54,12 ago. 2017 18:07:54,,,,VasiliosMavroudis,tbb-proxy-bypass
20220,TorBrowser cannot connect on Windows 10,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,22 sep. 2016 18:15:02,15 nov. 2016 02:24:43,,,,cypherpunks,
20308,TOR Browser crashes and dumps its core into my logs,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,7 oct. 2016 00:56:40,7 oct. 2016 19:51:45,,,,LtL0zF48kDJaGn3aYg6LTLXGaCPnLUVv,tbb-crash
20339,tor-browser mozilla_user0 directory often appear in /tmp,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,11 oct. 2016 15:03:13,13 oct. 2016 15:00:37,,,,anon,tbb-disk-leak
20411,Make sure that connections are closed before we shut tor in Tor Browser down,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,20 oct. 2016 11:04:06,20 oct. 2016 11:05:17,,,,gk,
20423,Clock jumps on relay due to hostname lookup timeouts,reopened,defect,,High,Tor: unspecified,Core Tor/Tor,Tor: 0.2.9.10,Normal,21 oct. 2016 09:59:45,18 sep. 2017 18:07:05,#21789,1,,Felixix,"regression, 029-backport, 032-unreached"
20772,"src=""data:&lt;;base64 images rendered when ""Show images""=""Blocked""",assigned,defect,tbb-team,High,,Applications/Tor Browser,,Major,25 nov. 2016 23:13:48,4 mar. 2017 04:06:47,,,,cypherpunks,
20873,Trademark violations on Apple AppStore,new,defect,alison,High,,Community/Outreach,,Normal,3 dic. 2016 20:09:05,11 mar. 2018 10:22:50,,,,mrphs,
20941,Tor browser will resize it self after the dock is enabled and the browser is dragged to a new location,assigned,defect,arthuredelstein,High,,Applications/Tor Browser,,Major,10 dic. 2016 05:27:34,16 ene. 2017 07:35:06,,,,Dbryrtfbcbhgf,"tbb-fingerprinting-resolution, TorBrowserTeam201612"
21009,sandboxed OSX browser hangs if printing is attempted,assigned,defect,mcs,High,,Applications/Tor Browser,,Normal,17 dic. 2016 07:24:28,19 dic. 2016 15:18:14,,,,Dbryrtfbcbhgf,"tbb-security, tbb-sandboxing"
21204,Mac Sierra Password Protected Directory,assigned,defect,tbb-team,High,,Applications/Tor Browser,,Major,12 ene. 2017 08:02:48,12 ene. 2017 12:08:12,,,,Slaraty@…,tbb-usability
21320,Glyphs/Dingbats in uBlock Origin TBB not displaying in Gnu+Linux,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,26 ene. 2017 01:41:13,15 may. 2017 10:18:08,#18364,,,vegansalad,
21392,"""New Identity"" takes too long",new,defect,tbb-team,High,,Applications/Tor Browser,,Major,3 feb. 2017 23:48:16,26 mar. 2017 09:35:55,,,,cypherpunks,
21559,Tor browser deanonymization/fingerprinting via cached intermediate CAs,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,26 feb. 2017 08:45:30,27 abr. 2018 06:11:23,,,,cypherpunks,"tbb-fingerprinting, tbb-linkability"
21935,prop224: Deeper testing of HS ntor subsystem,new,defect,,High,Tor: unspecified,Core Tor/Tor,,Normal,13 abr. 2017 13:36:26,11 jul. 2017 15:19:49,,2,,asn,"prop224, prop224-extra, tor-hs, tests, technical-debt"
22100,Triggering the external helper dialog leads sometimes to requests going over the catch-all circuit,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,29 abr. 2017 09:57:26,2 may. 2017 08:37:52,,,,cypherpunks,tbb-linkability
22137,Provide the same scrollbar size across different platforms,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,3 may. 2017 08:01:59,9 feb. 2019 15:45:12,#18283,,,gk,tbb-fingerprinting-resolution
22158,Tor browser core dump on Arch Linux,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,4 may. 2017 15:20:50,28 may. 2018 06:17:44,,,,jb.1234abcd,tbb-crash
22204,I can't list a relay in my EntryNodes if it doesn't have the Guard flag,new,defect,nickm,High,Tor: unspecified,Core Tor/Tor,Tor: 0.3.0.6,Normal,9 may. 2017 00:30:02,5 feb. 2018 16:27:54,,,,arma,"regression, 032-unreached"
22465,"Tor Broswer Freezing, Crashing",needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,1 jun. 2017 11:35:57,1 jun. 2017 19:02:06,,,,Wonder,tbb-crash
22530,Redirection loop with disabled js on every page of blog.torproject.org,accepted,defect,hiro,High,,Webpages/Blog,,Major,8 jun. 2017 02:16:44,9 sep. 2018 09:48:15,,,,cypherpunks,
22675,Tor Browser 7.0.1 opens at 1000x500 resolution,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,20 jun. 2017 19:30:14,10 jul. 2017 13:30:22,,,,cypherpunks,ff52-esr
22854,Fix the setup of the Tor Browser testsuite on our Windows test server,new,defect,boklm,High,,Applications/Quality Assurance and Testing,,Normal,7 jul. 2017 16:23:46,4 abr. 2019 13:41:27,,,,boklm,TorBrowserTeam201904
22864,Problems created by new version - Loggins in to Secure Sites,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,9 jul. 2017 19:06:58,10 jul. 2017 08:11:57,,,,spirit1812s,
22872,SIGSEGV crash in TorBrowser 7.5a2 on OSX 10.11.6,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,10 jul. 2017 17:48:59,23 jul. 2017 21:03:42,,,,heywoodj123@…,tbb-crash
22919,"Form tracking and OS fingerprinting (only Windows, but without Javascript)",new,defect,tbb-team,High,,Applications/Tor Browser,,Major,14 jul. 2017 10:18:09,14 jul. 2017 13:44:25,,,,basvd,tbb-fingerprinting
22960,Tor Browser crashes when IPC connection got lost,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,17 jul. 2017 19:14:58,23 ene. 2018 11:26:49,,,,cypherpunks,"tbb-e10s, tbb-crash, tbb-oom"
22971,The XPI signing mechanism needs to use different hash functions.,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,18 jul. 2017 22:46:37,8 feb. 2019 15:06:28,#26553,,,yawning,"tbb-security, ff60-esr"
22977,TorBrowser 7.0.2 crash on Mac OS X 10.12.5,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,19 jul. 2017 06:58:49,25 jul. 2017 03:31:21,,,,cypherpunks,tbb-crash
22978,"BUG ""Could not connect to control port"" + Temporary solution",needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,19 jul. 2017 11:08:13,19 jul. 2017 11:50:50,,,,wunderbar,
23049,Tor Fails to open,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Normal,28 jul. 2017 05:47:15,28 jul. 2017 12:24:40,,,,jmaldonado12,
23050,Tab keeps crashing on Win 8.1 with Tor Browser 7 (in e10s mode),new,defect,tbb-team,High,,Applications/Tor Browser,,Major,28 jul. 2017 10:18:40,24 sep. 2017 14:32:41,,,,gk,"tbb-7.0-issues, tbb-e10s"
23062,Tor browser bundle crashed when clicking on a link,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,31 jul. 2017 04:51:45,6 ago. 2017 03:25:43,,,,Dbryrtfbcbhgf,tbb-crash
23116,tor stops responding to Ctrl-C and circuits while in infinite descriptor download loop,new,defect,,High,Tor: unspecified,Core Tor/Tor,Tor: 0.3.0.9,Normal,4 ago. 2017 23:18:57,25 mar. 2018 02:35:36,#16844,1,,teor,"needs-insight, needs-analysis, 033-triage-20180320, 033-removed-20180320"
23210,Favicons are getting reloaded over catch-all-circuit if content process crashes,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,11 ago. 2017 09:30:49,11 ago. 2017 20:28:10,,,,gk,"tbb-7.0-issues, tbb-e10s, tbb-linkability"
23313,"The trac ""reply/edit/delete"" comment buttons now require JavaScript",new,defect,qbi,High,,Internal Services/Service - trac,,Major,23 ago. 2017 22:12:32,10 nov. 2017 12:19:11,,,,teor,
23424,Stop exposing the moz-icon URL scheme to the web,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,7 sep. 2017 00:40:59,24 ene. 2018 14:24:16,,,,arthuredelstein,"tbb-fingerprinting, ff60-esr"
23452,Tor Browser macOS dmg's are not mountable on some systems,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,11 sep. 2017 08:53:33,11 sep. 2017 14:22:05,,,,gk,
23508,large clock skews cause numerous bootstrap UX issues,new,defect,,High,Tor: unspecified,Core Tor/Tor,,Major,13 sep. 2017 23:55:24,11 ene. 2019 22:31:42,,,,catalyst,"bootstrap, clock-skew, usability, ux, 032-unreached, s8-errors"
23664,Deal with UUID for content sandbox temp folder on Windows and Mac,new,defect,tbb-team,High,,Applications/Tor Browser,,Major,26 sep. 2017 13:21:39,23 jun. 2018 17:25:42,#23658,,,gk,"tbb-security, tbb-disk-leak"
23769,Tor crashes Mac OS X 12 and 13,needs_information,defect,tbb-team,High,,Applications/Tor Browser,,Major,5 oct. 2017 10:49:46,9 oct. 2017 10:52:34,,,,willard.mccarty@…,
23805,Disable dom.enable_performance_navigation_timing in ESR 60,new,defect,tbb-team,High,,Applications/Tor Browser,,Normal,9 oct. 2017 21:54:45,28 ago. 2018 22:28:08,,,,tom,ff60-esr
23864,"Onion browser can be signed with a Enterprise Distribution certificate, to get around China's censorship",new,defect,,High,,Applications,,Major,14 oct. 2017 23:45:31,14 oct. 2017 23:45:31,,,,Dbryrtfbcbhgf,IOS
